occ_sil_path,occ_sil_video_len,gt_sli_path,gt_sil_video_len
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/054,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/054,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/180,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/180,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/108,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/108,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/036,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/036,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/090,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/090,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/018,30,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/018,30
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/144,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/144,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/072,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/072,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/126,48,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/126,48
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-02/000,45,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-02/000,45
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/126,49,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/126,49
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/036,73,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/036,73
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/162,43,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/162,43
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/018,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/018,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/090,30,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/090,30
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/144,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/144,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/108,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/108,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/180,100,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/180,100
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/054,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/054,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/072,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/072,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-05/000,100,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-05/000,100
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/072,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/072,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/108,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/108,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/162,49,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/162,49
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/144,54,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/144,54
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/054,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/054,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/000,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/000,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/036,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/036,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/018,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/018,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/180,58,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/180,58
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/126,45,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/126,45
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-01/090,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-01/090,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/000,108,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/000,108
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/108,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/108,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/162,69,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/162,69
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/072,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/072,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/126,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/126,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/018,50,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/018,50
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/180,82,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/180,82
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/054,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/054,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/144,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/144,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/036,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/036,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/cl-01/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/cl-01/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/180,105,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/180,105
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/072,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/072,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/090,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/090,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/108,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/108,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/126,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/126,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/036,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/036,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/162,44,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/162,44
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/018,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/018,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/054,54,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/054,54
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/000,105,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/000,105
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-06/144,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-06/144,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/144,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/144,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/036,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/036,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/090,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/090,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/072,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/072,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/054,30,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/054,30
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/018,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/018,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/162,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/162,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/126,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/126,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/180,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/180,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/108,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/108,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/052/nm-04/000,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/052/nm-04/000,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/000,58,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/000,58
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/054,55,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/054,55
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/144,49,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/144,49
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/072,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/072,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/018,44,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/018,44
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/036,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/036,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/162,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/162,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/108,31,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/108,31
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/126,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/126,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-02/180,67,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-02/180,67
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/162,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/162,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/000,108,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/000,108
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/054,44,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/054,44
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/126,60,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/126,60
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/180,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/180,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/144,63,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/144,63
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/036,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/036,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/018,104,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/018,104
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/072,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/072,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/108,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/108,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-06/090,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-06/090,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/000,78,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/000,78
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/054,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/054,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/126,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/126,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/036,89,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/036,89
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/144,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/144,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/162,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/162,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/018,80,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/018,80
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/108,20,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/108,20
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/180,104,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/180,104
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/072,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/072,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-01/090,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-01/090,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/108,29,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/108,29
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/036,94,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/036,94
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/054,60,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/054,60
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/144,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/144,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/000,74,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/000,74
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/072,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/072,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/180,126,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/180,126
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/162,67,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/162,67
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/018,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/018,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/nm-05/126,54,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/nm-05/126,54
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/072,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/072,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/180,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/180,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/108,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/108,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/000,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/000,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/018,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/018,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/162,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/162,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/144,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/144,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/126,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/126,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/090,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/090,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/054,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/054,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/cl-01/036,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/cl-01/036,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/bg-01/108,31,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/bg-01/108,31
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/025/bg-01/036,58,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/025/bg-01/036,58
